Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
S01549,22,60,64,72,5.8,1
S01550,22,68,50,62,5.2,1
S01551,22,73,69,60,2.0,0
S01552,20,89,76,73,6.8,1
S01553,21,74,60,68,8.8,1
S01554,20,72,88,76,8.5,1
S01555,18,89,70,80,6.6,1
S01556,22,45,39,58,1.7,0
S01557,20,63,75,58,2.0,0
S01558,20,49,55,80,1.4,0
S01559,18,79,59,72,3.3,1
S01560,19,51,53,70,2.2,0
S01561,21,75,45,62,3.3,1
S01562,19,70,53,70,4.5,1
S01563,22,91,100,80,9.5,1
S01564,20,56,70,84,6.5,1
S01565,18,62,84,80,8.5,1
S01566,18,77,57,81,7.4,1
S01567,21,60,42,61,2.0,0
S01568,19,69,87,78,7.6,1
S01569,21,53,67,100,3.5,1
S01570,20,83,96,68,6.8,1
S01571,21,72,80,58,4.1,1
S01572,18,89,87,95,10.0,1
S01573,18,71,67,57,3.4,1
S01574,22,52,59,61,3.5,1
S01575,22,84,100,72,9.4,1
S01576,20,71,66,62,1.2,0
S01577,19,80,81,84,7.3,1
S01578,21,81,82,74,7.5,1
S01579,20,100,100,90,8.5,1
S01580,22,75,96,64,9.8,1
S01581,21,97,100,78,9.8,1
S01582,22,73,31,56,1.6,0
S01583,21,80,88,67,8.4,1
S01584,19,86,71,55,6.8,1
S01585,20,67,96,72,6.8,1
S01586,21,52,74,68,2.2,0
S01587,18,81,77,92,6.9,1
S01588,18,97,100,80,9.8,1
S01589,21,98,100,93,9.2,1
S01590,21,86,70,77,5.0,1
S01591,21,55,81,72,1.4,0
S01592,18,79,66,63,4.3,1
S01593,18,80,81,60,8.4,1
S01594,21,88,88,78,7.3,1
S01595,22,72,66,58,5.1,1
S01596,22,60,55,49,1.5,0
S01597,19,73,84,65,4.8,1
S01598,20,55,70,66,5.2,1
S01599,22,76,69,87,9.4,1
S01600,18,78,81,84,6.8,1
S01601,22,48,56,61,3.8,1
S01602,19,81,81,77,5.7,1
S01603,19,65,62,58,1.6,0
S01604,20,92,100,98,9.8,1
S01605,22,56,76,64,4.2,1
S01606,18,85,82,70,5.3,1
S01607,18,87,58,62,4.2,1
S01608,21,80,87,75,7.1,1
S01609,18,83,99,67,7.0,1
S01610,20,82,72,67,7.4,1
S01611,20,69,82,73,3.4,1
S01612,18,64,58,52,3.8,1
S01613,18,58,47,56,2.1,0
S01614,21,87,80,88,6.9,1
S01615,18,79,62,53,1.4,0
S01616,21,62,85,84,6.4,1
S01617,21,84,74,76,8.8,1
S01618,18,74,91,71,9.0,1
S01619,19,86,61,50,5.0,1
S01620,19,65,53,86,5.1,1
S01621,21,42,45,44,1.7,0
S01622,18,84,69,85,7.0,1
S01623,19,100,89,69,8.4,1
S01624,18,69,74,79,3.2,1
S01625,18,71,52,95,4.8,1
S01626,18,88,88,62,8.5,1
S01627,22,100,72,70,8.9,1
S01628,18,54,68,72,3.2,1
S01629,22,73,66,79,6.0,1
S01630,21,56,48,71,2.7,0
S01631,19,46,65,52,1.9,0
S01632,19,84,80,100,9.2,1
S01633,19,95,80,83,8.4,1
S01634,19,87,56,65,7.8,1
S01635,19,62,64,54,1.4,0
S01636,19,86,93,68,8.6,1
S01637,19,75,69,88,4.9,1
S01638,21,58,48,58,4.1,1
S01639,18,71,86,79,5.9,1
S01640,20,59,48,53,1.8,0
S01641,22,84,76,72,7.8,1
S01642,20,78,99,51,6.2,1
S01643,20,59,52,69,2.7,0
S01644,18,57,68,77,2.7,0
S01645,18,92,66,50,2.7,0
S01646,18,65,59,39,1.5,0
S01647,19,79,78,84,6.3,1
S01648,21,82,88,62,8.6,1
S01649,19,50,56,71,1.2,0
S01650,21,54,53,46,1.4,0
S01651,21,78,91,60,6.2,1
S01652,20,65,69,84,8.4,1
S01653,20,50,76,53,3.9,1
S01654,21,60,74,58,4.1,1
S01655,21,78,83,79,6.4,1
S01656,19,62,75,35,3.5,1
S01657,19,70,52,76,1.2,0
S01658,20,66,59,79,7.6,1
S01659,18,69,75,60,6.6,1
S01660,21,90,63,61,6.2,1
S01661,19,82,72,91,7.7,1
S01662,20,87,64,84,7.1,1
S01663,19,82,55,79,2.9,0
S01664,21,60,59,59,4.2,1
S01665,21,57,31,63,2.1,0
S01666,22,56,65,65,2.2,0
S01667,18,59,100,85,7.1,1
S01668,22,82,91,96,8.7,1
S01669,20,98,87,77,9.7,1
S01670,19,82,76,74,6.7,1
S01671,20,67,55,54,2.7,0
S01672,21,54,57,58,2.0,0
S01673,22,77,82,89,8.3,1
S01674,22,87,65,54,6.2,1
S01675,22,71,94,88,6.6,1
S01676,20,85,65,66,8.0,1
S01677,21,81,87,74,7.3,1
S01678,19,99,83,97,8.5,1
S01679,19,66,75,61,1.5,0
S01680,20,68,84,83,7.7,1
S01681,22,73,81,68,8.7,1
S01682,18,70,60,52,3.6,1
S01683,20,77,77,87,6.8,1
S01684,20,61,51,58,3.8,1
S01685,21,99,80,80,9.6,1
S01686,19,57,34,68,1.3,0
S01687,20,75,64,61,6.2,1
S01688,20,68,60,64,2.5,0
S01689,22,76,82,78,7.4,1
S01690,22,76,37,61,2.6,0
S01691,18,55,60,57,3.1,1
S01692,21,78,77,64,5.4,1
S01693,18,100,85,71,9.2,1
S01694,22,48,53,68,2.9,0
S01695,19,56,53,52,2.3,0
S01696,22,93,75,91,7.8,1
S01697,21,84,64,69,5.5,1
S01698,22,85,89,71,9.2,1
S01699,21,52,83,57,2.3,0
S01700,21,87,68,71,6.8,1
S01701,21,74,58,75,3.1,1
S01702,21,48,58,56,2.4,0
S01703,21,67,71,74,7.2,1
S01704,19,77,87,91,6.3,1
S01705,18,87,55,85,7.8,1
S01706,20,62,58,85,3.8,1
S01707,18,77,78,85,5.0,1
S01708,21,61,64,57,4.6,1
S01709,19,68,81,99,9.9,1
S01710,22,60,68,83,3.6,1
S01711,19,65,74,83,3.7,1
S01712,21,64,68,79,4.2,1
S01713,19,63,65,85,6.1,1
S01714,19,45,67,60,3.3,1
S01715,21,82,82,74,9.2,1
S01716,19,73,70,60,3.4,1
S01717,20,99,100,64,9.1,1
S01718,20,69,27,75,1.9,0
S01719,19,69,78,73,6.9,1
S01720,22,75,68,100,9.2,1
S01721,21,65,85,46,2.5,0
S01722,20,95,84,99,9.7,1
S01723,22,74,78,64,5.1,1
S01724,19,68,88,70,9.5,1
S01725,22,70,69,96,7.1,1
S01726,18,65,53,78,3.7,1
S01727,20,66,77,64,2.7,0
S01728,19,72,74,65,3.7,1
S01729,21,59,77,64,1.8,0
S01730,19,63,58,62,2.3,0
S01731,21,58,59,49,1.9,0
S01732,19,76,65,64,4.8,1
S01733,22,86,79,100,8.2,1
S01734,22,60,46,92,2.3,0
S01735,22,56,58,78,2.2,0
S01736,18,78,68,82,6.8,1
S01737,21,66,65,58,2.8,0
S01738,22,60,58,49,1.9,0
S01739,18,64,62,52,2.5,0
S01740,21,100,100,78,9.3,1
S01741,19,86,83,100,8.4,1
S01742,18,60,74,88,4.2,1
S01743,20,86,100,85,6.9,1
S01744,18,60,87,61,5.8,1
S01745,18,68,91,88,7.1,1
S01746,21,82,74,74,7.1,1
S01747,19,82,79,50,6.7,1
S01748,20,51,48,67,3.4,1
S01749,22,52,59,47,1.4,0
S01750,22,64,72,60,5.1,1
S01751,18,81,86,80,9.0,1
S01752,21,84,85,67,6.1,1
S01753,21,91,70,81,8.5,1
S01754,22,89,100,86,9.9,1
S01755,20,55,68,38,2.5,0
S01756,19,65,77,95,7.2,1
S01757,20,93,76,65,7.1,1
S01758,19,95,94,75,9.8,1
S01759,22,83,100,83,9.9,1
S01760,19,86,79,76,7.2,1
S01761,21,62,63,81,3.2,1
S01762,18,80,83,84,8.2,1
S01763,18,62,76,66,2.0,0
S01764,22,75,78,83,8.0,1
S01765,21,83,86,87,9.2,1
S01766,20,69,83,71,4.4,1
S01767,21,72,78,52,6.7,1
S01768,18,76,81,66,4.9,1
S01769,18,88,59,83,4.9,1
S01770,21,58,62,100,3.8,1
S01771,21,65,98,65,7.9,1
S01772,18,68,80,90,9.4,1
S01773,20,86,86,78,9.5,1
S01774,22,54,62,86,2.6,0
S01775,22,88,74,67,8.9,1
S01776,21,82,75,86,7.6,1
S01777,22,47,63,47,3.3,1
S01778,18,38,55,54,1.6,0
S01779,18,67,76,63,3.4,1
S01780,21,88,100,97,9.2,1
S01781,21,73,67,63,6.7,1
S01782,21,63,81,86,7.5,1
S01783,20,68,69,64,3.3,1
S01784,22,93,96,82,7.5,1
S01785,21,58,61,68,1.3,0
S01786,19,59,70,52,4.4,1
S01787,19,77,83,85,6.6,1
S01788,18,46,65,53,2.3,0
S01789,22,94,73,95,8.4,1
S01790,21,63,63,67,3.1,1
S01791,19,60,93,74,6.9,1
S01792,22,65,65,61,4.6,1
S01793,18,80,76,84,6.4,1
S01794,20,55,54,74,2.0,0
S01795,22,52,28,50,1.2,0
S01796,22,75,87,71,9.2,1
S01797,20,69,66,72,3.4,1
S01798,22,77,78,64,8.4,1
S01799,18,68,77,71,10.0,1
S01800,18,58,50,49,2.9,0
S01801,20,73,71,59,3.4,1
S01802,21,74,99,60,7.0,1
S01803,19,100,100,63,9.7,1
S01804,21,91,72,71,9.2,1
S01805,22,75,81,79,5.5,1
S01806,19,82,75,65,8.2,1
S01807,20,58,51,56,2.2,0
S01808,20,87,84,100,9.8,1
S01809,19,86,97,85,9.7,1
S01810,18,65,69,65,2.5,0
S01811,19,55,62,54,3.7,1
S01812,22,47,55,85,1.9,0
S01813,18,52,67,57,3.4,1
S01814,20,100,89,78,8.3,1
S01815,19,73,79,83,4.4,1
S01816,21,60,41,56,1.8,0
S01817,21,56,65,67,4.1,1
S01818,22,95,77,83,9.8,1
S01819,21,76,76,72,6.7,1
S01820,19,71,65,73,4.7,1
S01821,19,50,58,67,2.5,0
S01822,21,91,81,79,9.9,1
S01823,19,79,67,72,8.4,1
S01824,22,56,40,57,3.5,1
S01825,18,64,53,41,1.6,0
S01826,22,41,50,38,1.5,0
S01827,22,64,49,63,2.1,0
S01828,19,82,89,85,6.2,1
S01829,18,79,78,95,9.4,1
S01830,19,64,87,43,5.5,1
S01831,20,82,100,79,8.6,1
S01832,19,73,48,56,5.0,1
S01833,19,78,80,80,7.4,1
S01834,19,85,76,74,7.6,1
S01835,18,78,27,68,2.6,0
S01836,19,62,50,67,4.3,1
S01837,18,60,85,53,6.7,1
S01838,21,65,77,46,1.6,0
S01839,20,84,76,67,4.3,1
S01840,18,77,76,73,5.8,1
S01841,21,79,90,70,10.0,1
S01842,18,70,89,52,5.3,1
S01843,18,72,100,82,8.3,1
S01844,20,76,62,52,4.9,1
S01845,22,69,60,61,8.2,1
S01846,22,73,52,69,6.4,1
S01847,18,76,100,78,9.0,1
S01848,19,70,67,58,4.7,1
S01849,21,72,77,66,6.4,1
S01850,19,79,56,76,6.7,1
S01851,19,69,60,60,4.8,1
S01852,18,49,54,61,2.3,0
S01853,18,63,58,54,1.8,0
S01854,18,54,49,58,1.2,0
S01855,18,76,74,94,8.9,1
S01856,22,85,52,73,3.1,1
S01857,18,66,73,78,2.9,0
S01858,22,79,83,89,7.6,1
S01859,22,80,71,69,3.9,1
S01860,18,91,62,66,5.6,1
S01861,20,59,26,56,2.5,0
S01862,21,92,83,75,9.6,1
S01863,19,75,75,83,8.7,1
S01864,22,84,89,91,8.8,1
S01865,21,67,100,60,4.7,1
S01866,20,83,89,79,7.9,1
S01867,19,63,88,52,2.3,0
S01868,19,60,59,58,1.1,0
S01869,22,57,46,50,1.2,0
S01870,18,63,78,65,6.3,1
S01871,20,61,89,62,5.1,1
S01872,22,67,92,78,5.7,1
S01873,20,52,46,55,1.1,0
S01874,18,80,71,64,4.8,1
S01875,18,68,64,81,7.5,1
S01876,22,66,78,65,5.0,1
S01877,18,90,97,92,7.6,1
S01878,21,59,61,51,3.1,1
S01879,19,88,76,79,8.3,1
S01880,22,74,78,57,6.3,1
S01881,20,64,65,58,2.9,0
S01882,21,60,62,43,3.1,1
S01883,22,83,78,84,6.7,1
S01884,18,69,82,91,8.5,1
S01885,18,65,79,78,4.7,1
S01886,18,66,70,64,3.3,1
S01887,18,91,74,72,8.8,1
S01888,20,93,66,67,7.0,1
S01889,21,66,66,88,5.0,1
S01890,19,86,79,88,5.4,1
S01891,20,55,61,63,2.8,0
S01892,20,90,69,69,6.6,1
S01893,19,75,69,83,4.2,1
S01894,19,81,86,79,10.0,1
S01895,18,74,80,73,5.3,1
S01896,20,71,74,87,5.4,1
S01897,22,81,70,63,6.1,1
S01898,19,85,90,95,9.3,1
S01899,19,80,97,87,8.2,1
S01900,21,84,63,69,5.1,1
S01901,22,79,84,66,7.5,1
S01902,22,83,74,65,6.3,1
S01903,19,69,75,74,5.4,1
S01904,18,77,52,44,2.7,0
S01905,21,64,71,72,5.2,1
S01906,22,57,74,70,3.2,1
S01907,19,100,76,96,9.2,1
S01908,22,62,50,49,4.0,1
S01909,21,100,74,100,9.6,1
S01910,21,82,59,93,5.8,1
S01911,20,75,83,80,6.7,1
S01912,19,55,57,60,5.9,1
S01913,21,59,54,56,2.2,0
S01914,20,69,73,67,4.4,1
S01915,20,69,61,62,1.9,0
S01916,22,92,71,75,6.6,1
S01917,22,63,71,73,5.0,1
S01918,20,90,83,79,8.0,1
S01919,22,70,58,66,3.0,1
S01920,21,71,56,55,2.5,0
S01921,18,74,92,64,4.7,1
S01922,21,68,96,78,9.3,1
S01923,20,78,100,100,7.4,1
S01924,20,58,63,86,4.8,1
S01925,21,71,71,79,5.7,1
S01926,22,67,41,74,1.8,0
S01927,22,93,81,96,9.9,1
S01928,20,89,98,79,7.0,1
S01929,19,68,57,47,3.6,1
S01930,22,62,96,71,6.3,1
S01931,21,33,43,55,2.0,0
S01932,22,90,77,72,9.7,1
S01933,21,58,55,43,2.6,0
S01934,20,67,76,82,6.8,1
S01935,22,46,72,67,3.2,1
S01936,21,73,84,64,7.5,1
S01937,20,80,77,71,8.0,1
S01938,19,85,76,91,7.1,1
S01939,21,78,72,64,6.5,1
S01940,19,100,76,86,9.0,1
S01941,19,46,45,56,1.7,0
S01942,18,75,76,72,4.0,1
S01943,22,63,41,53,3.2,1
S01944,21,97,100,88,9.9,1
S01945,19,64,63,70,4.5,1
S01946,18,91,71,81,7.6,1
S01947,20,82,86,78,7.2,1
S01948,21,55,77,66,2.9,0
S01949,19,63,74,90,3.2,1
S01950,22,62,68,95,3.5,1
S01951,18,74,80,61,4.7,1
S01952,19,51,42,35,3.1,0
S01953,22,55,47,63,1.2,0
S01954,19,90,75,85,8.9,1
S01955,21,89,100,99,9.7,1
S01956,21,80,61,70,4.1,1
S01957,21,74,74,67,4.0,1
S01958,18,54,59,69,1.1,0
S01959,21,81,68,92,7.1,1
S01960,22,87,77,65,8.4,1
S01961,19,63,72,50,2.3,0
S01962,20,41,50,59,2.4,0
S01963,22,79,83,82,8.1,1
S01964,22,61,67,72,6.5,1
S01965,21,68,50,62,1.4,0
S01966,18,76,75,87,6.6,1
S01967,19,63,55,86,3.8,1
S01968,18,76,55,74,4.3,1
S01969,19,86,84,69,7.9,1
S01970,19,72,74,79,8.3,1
S01971,18,68,58,67,4.6,1
S01972,22,85,78,91,9.5,1
S01973,19,51,67,73,4.7,1
S01974,18,75,92,100,7.9,1
S01975,19,70,87,65,5.4,1
S01976,20,85,78,88,9.1,1
S01977,22,72,100,100,9.2,1
S01978,21,69,45,51,1.8,0
S01979,19,87,99,87,9.4,1
S01980,20,84,75,70,8.4,1
S01981,21,86,72,81,8.1,1
S01982,21,53,52,52,2.8,0
S01983,19,87,82,93,8.2,1
S01984,18,81,91,84,8.7,1
S01985,19,55,70,53,3.6,1
S01986,20,94,78,96,9.6,1
S01987,21,71,43,59,1.4,0
S01988,19,66,48,71,2.3,0
S01989,18,82,71,59,5.8,1
S01990,19,70,72,78,6.2,1
S01991,22,61,66,85,6.8,1
S01992,18,70,56,51,1.2,0
S01993,20,100,100,70,9.6,1
S01994,21,71,48,56,1.4,0
S01995,19,56,53,75,2.3,0
S01996,18,43,59,69,1.1,0
S01997,22,64,67,68,6.1,1
S01998,18,71,95,70,9.4,1
S01999,22,77,69,71,7.0,1
S02000,20,100,100,76,8.4,1
S02001,21,53,56,61,1.1,0
S02002,20,77,66,71,5.9,1
S02003,19,84,63,61,5.1,1
S02004,18,68,65,85,5.5,1
S02005,22,77,70,59,1.6,0
S02006,22,99,64,82,7.2,1
S02007,18,71,64,51,5.5,1
S02008,18,76,75,51,7.9,1
S02009,19,79,71,54,5.4,1
S02010,20,56,55,54,2.3,0
S02011,22,66,60,83,6.8,1
S02012,19,73,55,33,2.6,0
S02013,20,98,84,100,8.9,1
S02014,19,78,68,77,6.5,1
S02015,22,47,66,77,2.4,0
S02016,18,77,99,75,9.7,1
S02017,18,74,71,78,5.7,1
S02018,20,52,58,59,1.7,0
S02019,21,73,52,85,6.6,1
S02020,20,73,57,61,3.3,1
S02021,21,90,93,86,8.2,1
S02022,19,97,79,95,8.4,1
S02023,19,79,81,78,9.8,1
S02024,22,69,96,74,5.5,1
S02025,21,78,89,47,5.1,1
S02026,22,86,86,88,7.8,1
S02027,18,74,70,83,2.2,0
S02028,21,78,48,58,5.9,1
S02029,20,92,64,72,5.9,1
S02030,18,63,50,69,1.8,0
S02031,18,80,66,69,4.8,1
S02032,20,82,79,84,8.7,1
S02033,18,85,56,78,8.7,1
S02034,21,67,60,54,1.9,0
S02035,22,73,62,57,1.8,0
S02036,18,71,80,64,3.4,1
S02037,21,85,77,69,8.9,1
S02038,19,73,48,59,2.2,0
S02039,21,58,50,97,7.5,1
S02040,22,43,53,54,1.9,0
S02041,21,83,86,60,6.6,1
S02042,20,67,59,65,4.2,1
S02043,22,88,100,72,8.1,1
S02044,19,63,58,47,3.1,1
S02045,20,83,78,77,6.8,1
S02046,21,54,46,54,3.1,1
S02047,22,85,82,70,7.4,1
S02048,19,96,64,85,8.9,1
S02049,20,71,64,41,2.1,0
S02050,19,100,93,62,8.8,1
S02051,21,78,89,82,6.3,1
S02052,19,61,46,36,2.1,0
S02053,18,54,70,57,4.8,1
S02054,20,54,64,39,2.4,0
S02055,19,77,84,72,7.3,1
S02056,21,92,71,84,7.8,1
S02057,21,52,30,60,2.0,0
S02058,19,80,75,100,5.6,1
S02059,21,83,81,94,8.3,1
S02060,22,86,81,74,9.4,1
S02061,22,75,80,57,5.6,1
S02062,22,84,88,100,9.6,1
S02063,18,69,58,85,5.8,1
S02064,19,51,46,75,4.5,1
S02065,18,82,72,83,8.6,1
S02066,21,67,97,74,5.4,1
S02067,18,66,78,52,5.2,1
S02068,21,76,73,73,5.4,1
S02069,21,91,82,83,8.6,1
S02070,20,86,81,71,8.5,1
S02071,22,78,80,62,4.6,1
S02072,21,72,59,84,4.0,1
S02073,20,69,77,69,5.4,1
S02074,22,70,70,99,6.2,1
S02075,21,66,82,42,3.1,1
S02076,21,88,90,74,8.1,1
S02077,18,86,84,52,5.4,1
S02078,18,78,58,51,4.0,1
S02079,22,53,68,49,2.0,0
S02080,21,61,58,67,3.1,1
S02081,19,95,89,88,9.5,1
S02082,18,75,82,57,3.7,1
S02083,22,69,47,34,2.5,0
S02084,21,70,72,88,5.1,1
S02085,21,53,69,62,3.8,1
S02086,19,45,59,43,1.3,0
S02087,22,68,59,69,3.9,1
S02088,21,77,96,75,5.9,1
S02089,18,63,59,69,6.0,1
S02090,19,67,82,68,4.2,1
S02091,22,76,82,56,5.0,1
S02092,19,77,100,95,9.7,1
S02093,18,79,49,55,4.4,1
S02094,22,59,52,56,3.3,1
S02095,19,75,78,71,3.2,1
S02096,20,65,49,84,5.1,1
S02097,18,71,63,98,7.8,1
S02098,18,57,55,75,2.9,0
S02099,18,79,81,74,7.4,1
S02100,20,51,71,38,1.2,0
S02101,20,67,66,86,4.8,1
S02102,21,85,75,96,8.0,1
S02103,19,64,68,58,4.0,1
S02104,21,74,79,84,6.1,1
S02105,19,44,65,58,2.8,0
S02106,20,85,78,97,7.7,1
S02107,20,55,33,51,1.5,0
S02108,21,100,74,100,8.7,1
S02109,22,52,75,71,2.8,0
S02110,21,68,87,100,8.9,1
S02111,19,73,62,61,4.2,1
S02112,21,83,92,83,7.5,1
S02113,18,56,52,54,3.9,1
S02114,19,72,84,94,9.2,1
S02115,19,74,58,70,2.1,0
S02116,22,75,54,90,2.6,0
S02117,20,47,72,77,5.4,1
S02118,19,52,53,67,1.7,0
S02119,20,78,44,56,2.8,0
S02120,21,83,90,92,9.5,1
S02121,18,84,75,82,9.8,1
S02122,22,65,68,69,4.4,1
S02123,20,76,100,87,9.3,1
S02124,19,57,70,68,5.9,1
S02125,20,74,49,65,3.4,1
S02126,19,61,77,73,7.3,1
S02127,20,80,68,72,6.9,1
S02128,19,98,96,100,9.9,1
S02129,21,49,61,66,3.4,1
S02130,19,69,96,81,7.0,1
S02131,19,68,67,40,1.5,0
S02132,18,63,55,64,2.0,0
S02133,19,48,60,62,1.0,0
S02134,18,100,86,82,10.0,1
S02135,22,95,83,100,8.2,1
S02136,18,85,78,53,8.1,1
S02137,21,63,80,81,5.6,1
S02138,18,61,79,74,3.7,1
S02139,22,62,67,67,2.4,0
S02140,21,63,73,67,3.6,1
S02141,20,77,77,74,4.4,1
S02142,20,66,87,90,7.8,1
S02143,18,59,60,64,5.9,1
S02144,18,59,74,62,1.7,0
S02145,22,50,73,54,1.2,0
S02146,22,51,53,46,1.9,0
S02147,19,51,64,77,4.7,1
S02148,22,88,94,78,9.4,1
S02149,19,76,82,57,6.7,1
S02150,21,89,80,74,8.2,1
S02151,18,71,56,61,5.2,1
S02152,21,66,69,79,4.3,1
S02153,22,70,62,61,2.0,0
S02154,21,72,93,100,8.9,1
S02155,21,87,85,72,8.0,1
S02156,21,43,56,71,2.5,0
S02157,22,64,82,100,5.6,1
S02158,21,59,71,75,5.4,1
S02159,19,84,71,85,6.6,1
S02160,22,87,86,94,9.5,1
S02161,21,75,55,57,6.2,1
S02162,22,63,71,80,5.9,1
S02163,20,53,62,61,1.5,0
S02164,19,49,58,54,1.6,0
S02165,21,65,76,51,2.7,0
S02166,20,45,51,65,1.3,0
S02167,20,94,86,67,7.7,1
S02168,22,63,88,100,7.5,1
S02169,20,51,83,61,2.2,0
S02170,19,100,85,67,8.5,1
S02171,19,55,47,54,2.4,0
S02172,18,52,73,62,3.7,1
S02173,19,65,82,92,3.2,1
S02174,20,63,63,57,4.4,1
S02175,19,55,71,62,3.3,1
S02176,22,61,84,64,5.4,1
S02177,18,96,79,74,4.7,1
S02178,20,87,91,80,9.9,1
S02179,18,37,47,44,1.5,0
S02180,20,74,57,58,2.3,0
S02181,22,62,59,54,1.5,0
S02182,18,69,86,68,6.6,1
S02183,21,47,58,51,1.5,0
S02184,20,91,80,96,8.5,1
S02185,21,70,78,68,5.6,1
S02186,18,54,81,58,5.7,1
S02187,21,92,78,68,6.1,1
S02188,21,56,49,61,2.5,0
S02189,18,76,58,46,2.8,0
S02190,22,78,75,85,3.9,1
S02191,21,65,59,84,6.3,1
S02192,21,72,37,79,2.9,0
S02193,22,51,73,64,2.0,0
S02194,21,70,94,61,9.7,1
S02195,21,51,60,75,1.2,0
S02196,21,87,71,70,8.2,1
S02197,19,78,90,71,8.1,1
S02198,22,62,67,67,3.7,1
S02199,21,70,40,76,2.2,0
S02200,22,60,73,73,2.3,0
S02201,20,71,80,88,7.3,1
S02202,20,84,72,72,6.8,1
S02203,21,84,77,76,8.0,1
S02204,22,62,65,89,9.4,1
S02205,22,83,85,76,7.2,1
S02206,22,64,61,71,2.4,0
S02207,19,63,59,73,3.2,1
S02208,20,93,98,89,8.6,1
S02209,22,55,45,32,2.9,0
S02210,22,60,49,59,1.7,0
S02211,19,64,69,76,7.3,1
S02212,19,72,64,70,4.6,1
S02213,22,100,88,75,9.3,1
S02214,18,68,82,60,6.9,1
S02215,22,50,52,64,1.8,0
S02216,22,81,78,81,9.5,1
S02217,19,64,80,70,3.3,1
S02218,19,55,91,58,4.0,1
S02219,22,73,69,85,4.6,1
S02220,22,64,46,69,1.5,0
S02221,22,77,87,75,5.5,1
S02222,19,41,41,57,2.1,0
S02223,22,78,64,78,4.6,1
S02224,22,76,58,71,4.2,1
S02225,21,90,69,83,8.0,1
S02226,18,87,79,93,8.2,1
S02227,20,62,49,78,2.4,0
S02228,18,78,66,52,4.3,1
S02229,21,87,67,55,4.4,1
S02230,20,50,51,51,2.4,0
S02231,22,94,78,63,8.2,1
S02232,21,79,77,77,7.4,1
S02233,22,60,68,69,2.7,0
S02234,19,52,64,67,4.3,1
S02235,21,55,65,53,2.0,0
S02236,19,67,83,89,6.7,1
S02237,21,54,63,61,2.1,0
S02238,21,79,100,91,9.9,1
S02239,19,78,69,94,8.0,1
S02240,20,64,62,66,4.5,1
S02241,18,76,93,98,6.2,1
S02242,22,71,84,79,9.2,1
S02243,21,60,42,97,6.0,1
S02244,22,64,57,49,2.6,0
S02245,19,60,68,74,4.4,1
S02246,22,95,55,74,8.6,1
S02247,19,79,91,89,6.8,1
S02248,22,84,69,70,6.9,1
S02249,18,99,89,86,8.8,1
S02250,18,83,83,76,9.0,1
S02251,18,81,73,96,9.3,1
S02252,18,66,44,51,1.9,0
S02253,18,79,62,93,5.9,1
S02254,18,79,92,67,7.7,1
S02255,19,95,79,63,7.8,1
S02256,21,74,70,86,6.5,1
S02257,22,60,48,54,2.5,0
S02258,18,83,96,81,8.2,1
S02259,19,71,96,74,7.5,1
S02260,19,58,69,43,1.8,0
S02261,19,85,75,69,5.2,1
S02262,21,65,62,76,2.6,0
S02263,22,66,51,78,4.0,1
S02264,21,53,50,59,1.2,0
S02265,20,72,60,81,4.6,1
S02266,19,81,53,60,5.9,1
S02267,20,82,87,71,6.6,1
S02268,18,75,70,81,7.0,1
S02269,18,87,97,80,8.5,1
S02270,21,66,70,59,2.9,0
S02271,22,48,63,45,2.1,0
S02272,20,86,91,57,8.7,1
S02273,22,38,51,70,2.4,0
S02274,21,94,100,89,9.8,1
S02275,18,91,85,93,8.6,1
S02276,22,79,74,66,5.5,1
S02277,22,85,82,78,9.8,1
S02278,18,61,46,59,1.9,0
S02279,20,79,69,75,3.7,1
S02280,18,91,79,73,6.7,1
S02281,22,67,57,76,4.2,1
S02282,20,89,72,73,9.4,1
S02283,20,68,41,56,1.6,0
S02284,18,59,86,72,5.9,1
S02285,22,72,68,89,6.3,1
S02286,21,91,73,79,6.9,1
S02287,22,73,78,85,3.3,1
S02288,19,71,54,51,4.3,1
S02289,21,69,76,84,8.6,1
S02290,20,61,51,64,2.8,0
S02291,21,78,100,89,8.4,1
S02292,20,78,96,64,6.1,1
S02293,20,74,89,100,7.9,1
S02294,21,69,88,78,7.4,1
S02295,20,41,54,49,2.9,0
S02296,20,87,95,73,6.1,1
S02297,19,81,88,79,8.8,1
S02298,22,71,78,100,4.9,1
S02299,22,89,88,99,9.7,1
S02300,19,60,66,70,5.1,1
S02301,21,47,76,59,2.3,0
S02302,18,58,73,79,4.5,1
S02303,18,81,100,98,9.6,1
S02304,18,69,67,31,3.9,1
S02305,19,77,76,91,8.8,1
S02306,19,100,79,83,8.9,1
S02307,20,77,67,51,4.2,1
S02308,18,65,48,69,1.7,0
S02309,21,79,67,100,7.5,1
S02310,21,80,77,72,3.8,1
S02311,18,80,76,93,8.0,1
S02312,18,70,71,91,5.0,1
S02313,18,73,74,61,5.4,1
S02314,19,89,75,58,8.0,1
S02315,19,74,82,75,4.4,1
S02316,19,65,57,67,5.0,1
S02317,22,62,69,51,4.4,1
S02318,21,74,69,66,4.3,1
S02319,21,80,71,81,5.7,1
S02320,20,79,69,79,8.3,1
S02321,19,51,76,58,4.3,1
S02322,22,71,80,69,5.7,1
S02323,22,84,70,76,7.0,1
